"Sample";"BaseName";"Score"
"TCGA.12.0618.01A";"XBP1_UP";29,8865409949037
"TCGA.12.0619.01A";"RIDD_DOWN";13,5311854773996
"TCGA.12.0619.01A";"RIDD_UP";23,639408455905
"TCGA.12.0619.01A";"XBP1_DOWN";40,221958170756
"TCGA.12.0619.01A";"XBP1_UP";24,6526494737836
"TCGA.12.0821.01A";"RIDD_DOWN";18,9895243635114
"TCGA.12.0821.01A";"RIDD_UP";22,1904185265889
"TCGA.12.0821.01A";"XBP1_DOWN";40,6304821689129
"TCGA.12.0821.01A";"XBP1_UP";24,5178942183958
"TCGA.12.1597.01B";"RIDD_DOWN";17,5793869464828
"TCGA.12.1597.01B";"RIDD_UP";18,3276160656664
"TCGA.12.1597.01B";"XBP1_DOWN";45,6647153518881
"TCGA.12.1597.01B";"XBP1_UP";23,7123990979366
"TCGA.12.3650.01A";"RIDD_DOWN";13,5094249692689
"TCGA.12.3650.01A";"RIDD_UP";18,1315022202072
"TCGA.12.3650.01A";"XBP1_DOWN";35,1135806404595
"TCGA.12.3650.01A";"XBP1_UP";18,3409263857623
"TCGA.12.3652.01A";"RIDD_DOWN";13,769633838881
"TCGA.12.3652.01A";"RIDD_UP";18,2444482226029
"TCGA.12.3652.01A";"XBP1_DOWN";34,1645624634801
"TCGA.12.3652.01A";"XBP1_UP";16,4749516162155
"TCGA.12.3653.01A";"RIDD_DOWN";9,03247752497282
"TCGA.12.3653.01A";"RIDD_UP";17,3647445529526
"TCGA.12.3653.01A";"XBP1_DOWN";29,7088120003808
"TCGA.12.3653.01A";"XBP1_UP";16,8127974070943
"TCGA.12.5295.01A";"RIDD_DOWN";10,5699838323499
"TCGA.12.5295.01A";"RIDD_UP";16,2507855732054
"TCGA.12.5295.01A";"XBP1_DOWN";34,7220551003748
"TCGA.12.5295.01A";"XBP1_UP";16,2997957641494
"TCGA.12.5299.01A";"RIDD_DOWN";17,0868645124147
"TCGA.12.5299.01A";"RIDD_UP";17,5535085246359
"TCGA.12.5299.01A";"XBP1_DOWN";44,2071077394369
"TCGA.12.5299.01A";"XBP1_UP";19,3417977749326
"TCGA.14.0736.02A";"RIDD_DOWN";19,7827914847761
"TCGA.14.0736.02A";"RIDD_UP";16,3313850709753
"TCGA.14.0736.02A";"XBP1_DOWN";41,7686984395799
"TCGA.14.0736.02A";"XBP1_UP";16,0403475821324
"TCGA.14.0781.01B";"RIDD_DOWN";15,8064033489763
"TCGA.14.0781.01B";"RIDD_UP";23,219375612937
"TCGA.14.0781.01B";"XBP1_DOWN";43,3601995477941
"TCGA.14.0781.01B";"XBP1_UP";19,0599081091703
"TCGA.14.0787.01A";"RIDD_DOWN";13,1281859627852
"TCGA.14.0787.01A";"RIDD_UP";18,3853743376357
"TCGA.14.0787.01A";"XBP1_DOWN";33,2032995815614
"TCGA.14.0787.01A";"XBP1_UP";17,2683913083822
"TCGA.14.0789.01A";"RIDD_DOWN";18,2997229604021
"TCGA.14.0789.01A";"RIDD_UP";18,6480255393333
"TCGA.14.0789.01A";"XBP1_DOWN";43,1816531427293
"TCGA.14.0789.01A";"XBP1_UP";14,2016192963393
"TCGA.14.0790.01B";"RIDD_DOWN";9,11404079600258
"TCGA.14.0790.01B";"RIDD_UP";17,8111066235858
"TCGA.14.0790.01B";"XBP1_DOWN";28,1784335338904
"TCGA.14.0790.01B";"XBP1_UP";17,7536418892308
"TCGA.14.0817.01A";"RIDD_DOWN";18,7237697723284
"TCGA.14.0817.01A";"RIDD_UP";20,5232586660128
"TCGA.14.0817.01A";"XBP1_DOWN";43,5157957282672
"TCGA.14.0817.01A";"XBP1_UP";20,2829989043069
"TCGA.14.0871.01A";"RIDD_DOWN";8,8213477789574
"TCGA.14.0871.01A";"RIDD_UP";14,6041704089192
"TCGA.14.0871.01A";"XBP1_DOWN";25,0765799702629
"TCGA.14.0871.01A";"XBP1_UP";15,0630333735515
"TCGA.14.1034.01A";"RIDD_DOWN";10,9399961383723
"TCGA.14.1034.01A";"RIDD_UP";17,141075314672
"TCGA.14.1034.01A";"XBP1_DOWN";33,2882639825884
"TCGA.14.1034.01A";"XBP1_UP";16,7449670905481
"TCGA.14.1034.02B";"RIDD_DOWN";13,0631106070362
"TCGA.14.1034.02B";"RIDD_UP";18,357839413569
"TCGA.14.1034.02B";"XBP1_DOWN";34,0863096937577
"TCGA.14.1034.02B";"XBP1_UP";17,8465437626877
"TCGA.14.1402.02A";"RIDD_DOWN";16,467544222693
"TCGA.14.1402.02A";"RIDD_UP";18,7271595953741
"TCGA.14.1402.02A";"XBP1_DOWN";43,595072207828
"TCGA.14.1402.02A";"XBP1_UP";18,3163616496516
"TCGA.14.1823.01A";"RIDD_DOWN";14,7514077567072
"TCGA.14.1823.01A";"RIDD_UP";16,9084907212518
"TCGA.14.1823.01A";"XBP1_DOWN";37,5387441606528
"TCGA.14.1823.01A";"XBP1_UP";14,9352160002376
"TCGA.14.1825.01A";"RIDD_DOWN";12,5448112038304
"TCGA.14.1825.01A";"RIDD_UP";16,3369260431713
"TCGA.14.1825.01A";"XBP1_DOWN";29,1036877602151
"TCGA.14.1825.01A";"XBP1_UP";17,4539231628655
"TCGA.14.1829.01A";"RIDD_DOWN";19,5495667324588
"TCGA.14.1829.01A";"RIDD_UP";18,2518670564991
"TCGA.14.1829.01A";"XBP1_DOWN";44,6344707440423
"TCGA.14.1829.01A";"XBP1_UP";16,7491754830265
"TCGA.14.2554.01A";"RIDD_DOWN";17,142629634362
"TCGA.14.2554.01A";"RIDD_UP";18,287293664042
"TCGA.14.2554.01A";"XBP1_DOWN";42,8583992788887
"TCGA.14.2554.01A";"XBP1_UP";17,060016982556
"TCGA.15.0742.01A";"RIDD_DOWN";12,5491452938446
"TCGA.15.0742.01A";"RIDD_UP";22,1437863832314
"TCGA.15.0742.01A";"XBP1_DOWN";30,4264809177905
"TCGA.15.0742.01A";"XBP1_UP";17,5622710042392
"TCGA.15.1444.01A";"RIDD_DOWN";16,7929277433518
"TCGA.15.1444.01A";"RIDD_UP";22,4460975035767
"TCGA.15.1444.01A";"XBP1_DOWN";41,6375130390427
"TCGA.15.1444.01A";"XBP1_UP";20,6508339496838
"TCGA.16.0846.01A";"RIDD_DOWN";15,596359157621
"TCGA.16.0846.01A";"RIDD_UP";16,1681402510789
"TCGA.16.0846.01A";"XBP1_DOWN";41,0192185709818
"TCGA.16.0846.01A";"XBP1_UP";23,412939376625
"TCGA.16.1045.01B";"RIDD_DOWN";19,2310273153576
"TCGA.16.1045.01B";"RIDD_UP";22,392005166634
"TCGA.16.1045.01B";"XBP1_DOWN";44,233448021989
"TCGA.16.1045.01B";"XBP1_UP";17,7244094992119
"TCGA.19.0957.02A";"RIDD_DOWN";21,258147501679
"TCGA.19.0957.02A";"RIDD_UP";19,7645102166886
"TCGA.19.0957.02A";"XBP1_DOWN";44,159376959824
"TCGA.19.0957.02A";"XBP1_UP";24,130099580263
"TCGA.19.1389.02A";"RIDD_DOWN";13,3575455579292
"TCGA.19.1389.02A";"RIDD_UP";16,2880732782368
"TCGA.19.1389.02A";"XBP1_DOWN";39,2772277905853
"TCGA.19.1389.02A";"XBP1_UP";16,7571993370679
"TCGA.19.1390.01A";"RIDD_DOWN";16,9161836808588
"TCGA.19.1390.01A";"RIDD_UP";22,5515751839819
"TCGA.19.1390.01A";"XBP1_DOWN";39,4761180200987
"TCGA.19.1390.01A";"XBP1_UP";19,2481156680911
"TCGA.19.1787.01B";"RIDD_DOWN";15,7138818824239
"TCGA.19.1787.01B";"RIDD_UP";21,4280500315684
"TCGA.19.1787.01B";"XBP1_DOWN";41,8171488474152
